deffor$21,21,IN,vare1$21
vare1$21,21,arg1,varx3$21
defsport$21,21,NN,varx3$21
hwfootball_player$22,22,<-,varx1$22
hwfootball_player$22,22,NN,varx1$22
defathlete$22,22,NN,varx1$22
defplay$22,22,VB,vare1$22
vare1$22,22,arg1,varx1$22
vare1$22,22,arg2,varx2$22
defamerican_football$22,22,NN,varx2$22
hwfree_agency$23,23,<-,varx1$23
hwfree_agency$23,23,NN,varx1$23
defstate$23,23,NN,varx1$23
defof$23,23,IN,varx1$23
varx1$23,23,arg1,varx2$23
defprofessional$23,23,JJ,varx2$23
defathlete$23,23,NN,varx2$23
defbe$23,23,VB,vare1$23
vare1$23,23,arg1,varx2$23
vare1$23,23,arg2,vare2$23
deffree$23,23,JJ,var2$23
defto$23,23,IN,vare1$23
vare1$23,23,arg1,vare2$23
defnegotiate$23,23,VB,vare2$23
vare2$23,23,arg1,varx2$23
vare2$23,23,arg2,varx3$23
defcontract$23,23,NN,varx3$23
defto$23,23,IN,varx3$23
varx3$23,23,arg1,vare3$23
defplay$23,23,VB,vare3$23
vare3$23,23,arg1,varx3$23
vare3$23,23,arg2,varx26$23
deffor$23,23,IN,vare3$23
vare3$23,23,arg1,varx4$23
defany$23,23,JJ,varx4$23
defteam$23,23,NN,varx4$23
hwfree_agent$24,24,<-,varx1$24
hwfree_agent$24,24,NN,varx1$24
defprofessional$24,24,JJ,varx1$24
defathlete$24,24,NN,varx1$24
defbe$24,24,VB,vare1$24
vare1$24,24,arg1,varx1$24
vare1$24,24,arg2,vare2$24
deffree$24,24,JJ,var2$24
defto$24,24,IN,vare1$24
vare1$24,24,arg1,vare2$24
defsign$24,24,VB,vare2$24
vare2$24,24,arg1,varx1$24
vare2$24,24,arg2,varx2$24
defcontract$24,24,NN,varx2$24
defto$24,24,IN,varx2$24
varx2$24,24,arg1,vare3$24
defplay$24,24,VB,vare3$24
vare3$24,24,arg1,varx2$24
vare3$24,24,arg2,varx26$24
deffor$24,24,IN,vare3$24
vare3$24,24,arg1,varx3$24
defany$24,24,JJ,varx3$24
defteam$24,24,NN,varx3$24
hwgymnast$25,25,<-,varx1$25
hwgymnast$25,25,NN,varx1$25
defathlete$25,25,NN,varx1$25
defbe$25,25,VB,vare1$25
vare1$25,25,arg1,varx1$25
vare1$25,25,arg2,varx26$25
defskilled$25,25,JJ,varx3$25
defin$25,25,IN,vare1$25
vare1$25,25,arg1,varx2$25
defgymnastics$25,25,NN,varx2$25
hwhockey_player$26,26,<-,varx1$26
hwhockey_player$26,26,NN,varx1$26
defathlete$26,26,NN,varx1$26
defplay$26,26,VB,vare1$26
vare1$26,26,arg1,varx1$26
vare1$26,26,arg2,varx2$26
defhockey$26,26,NN,varx2$26
hwhurdler$27,27,<-,varx1$27
hwhurdler$27,27,NN,varx1$27
defathlete$27,27,NN,varx1$27
defrun$27,27,VB,vare1$27
vare1$27,27,arg1,varx1$27
vare1$27,27,arg2,varx2$27
defhurdles$27,27,NN,varx2$27
hwjumper$28,28,<-,varx1$28
hwjumper$28,28,NN,varx1$28
defathlete$28,28,NN,varx1$28
defcompete$28,28,VB,vare1$28
vare1$28,28,arg1,varx1$28
vare1$28,28,arg2,varx2$28
defat$28,28,IN,vare1$28
vare1$28,28,arg1,vare2$28
defjump$28,28,VB,vare2$28
vare2$28,28,arg1,varx1$28
vare2$28,28,arg2,varx3$28
hwlacrosse_player$29,29,<-,varx1$29
hwlacrosse_player$29,29,NN,varx1$29
defathlete$29,29,NN,varx1$29
defplay$29,29,VB,vare1$29
vare1$29,29,arg1,varx1$29
vare1$29,29,arg2,varx2$29
deflacrosse$29,29,NN,varx2$29
hwletterman$30,30,<-,varx1$30
hwletterman$30,30,NN,varx1$30
defathlete$30,30,NN,varx1$30
defhave$30,30,VB,vare1$30
vare1$30,30,arg1,varx1$30
vare1$30,30,arg2,vare2$30
defearn$30,30,VB,vare2$30
vare2$30,30,arg1,varx5$30
vare2$30,30,arg2,varx1$30
defletter$30,30,NN,varx2$30
defin$30,30,IN,vare2$30
vare2$30,30,arg1,varx3$30
defschool$30,30,NN,varx3$30
defsport$30,30,NN,varx4$30
hwmouthpiece$31,31,<-,varx1$31
hwmouthpiece$31,31,NN,varx1$31
defequipment$31,31,NN,varx1$31
defprotect$31,31,VB,vare1$31
vare1$31,31,arg1,varx1$31
vare1$31,31,arg2,varx2$31
defathlete$31,31,NN,varx2$31
def_s$31,31,VB,vare2$31
vare2$31,31,arg1,varx2$31
vare2$31,31,arg2,varx3$31
defmouth$31,31,NN,varx3$31
hwpalestra$32,32,<-,varx1$32
hwpalestra$32,32,NN,varx1$32
defpublic$32,32,JJ,varx1$32
defplace$32,32,NN,varx1$32
defin$32,32,IN,varx1$32
varx1$32,32,arg1,varx7$32
defancient$32,32,JJ,varx7$32
defgreece$32,32,NN,varx2$32
defor$32,32,CC,varx7$32
varx7$32,32,arg1,varx2$32
varx7$32,32,arg2,varx3$32
defrome$32,32,NN,varx3$32
defdevote$32,32,VB,vare1$32
vare1$32,32,arg1,varx9$32
vare1$32,32,arg2,varx1$32
defto$32,32,IN,vare1$32
vare1$32,32,arg1,varx4$32
deftraining$32,32,NN,varx4$32
defof$32,32,IN,varx4$32
varx4$32,32,arg1,varx8$32
defwrestler$32,32,NN,varx5$32
defand$32,32,CC,varx8$32
varx8$32,32,arg1,varx5$32
varx8$32,32,arg2,varx6$32
defother$32,32,JJ,varx6$32
defathlete$32,32,NN,varx6$32
hwpentathlete$33,33,<-,varx1$33
hwpentathlete$33,33,NN,varx1$33
defathlete$33,33,NN,varx1$33
defcompete$33,33,VB,vare1$33
vare1$33,33,arg1,varx1$33
vare1$33,33,arg2,varx3$33
defin$33,33,IN,vare1$33
vare1$33,33,arg1,varx2$33
defpentathlon$33,33,NN,varx2$33
hwprofessional$34,34,<-,varx1$34
hwprofessional$34,34,NN,varx1$34
defathlete$34,34,NN,varx1$34
defplay$34,34,VB,vare1$34
vare1$34,34,arg1,varx1$34
vare1$34,34,arg2,varx3$34
deffor$34,34,IN,vare1$34
vare1$34,34,arg1,varx2$34
defpay$34,34,NN,varx2$34
hwreserve_clause$35,35,<-,varx1$35
hwreserve_clause$35,35,NN,varx1$35
defclause$35,35,NN,varx1$35
defuse$35,35,VB,vare1$35
vare1$35,35,arg1,varx1$35
vare1$35,35,arg2,vare2$35
defto$35,35,IN,vare1$35
vare1$35,35,arg1,vare2$35
defbe$35,35,VB,vare2$35
vare2$35,35,arg1,varx1$35
vare2$35,35,arg2,varx2$35
defpart$35,35,NN,varx2$35
defof$35,35,IN,varx2$35
varx2$35,35,arg1,varx3$35
defcontract$35,35,NN,varx3$35
defwith$35,35,IN,varx3$35
varx3$35,35,arg1,varx4$35
defprofessional$35,35,JJ,varx4$35
defathlete$35,35,NN,varx4$35
defextending$35,35,VB,vare3$35
vare3$35,35,arg1,varx4$35
vare3$35,35,arg2,varx5$35
defcontract$35,35,NN,varx5$35
deffor$35,35,IN,varx5$35
varx5$35,35,arg1,varx6$35
defyear$35,35,NN,varx6$35
defbeyond$35,35,IN,vare3$35
vare3$35,35,arg1,varx7$35
defexpiration$35,35,NN,varx7$35
hwrun-up$36,36,<-,varx1$36
hwrun-up$36,36,NN,varx1$36
defnn$36,36,NN,varx1$36
varx1$36,36,arg1,varx2$36
varx1$36,36,arg2,varx3$36
defapproach$36,36,NN,varx2$36
defrun$36,36,NN,varx3$36
defathlete$36,36,NN,varx4$36
defgather$36,36,VB,vare1$36
vare1$36,36,arg1,varx4$36
vare1$36,36,arg2,varx5$36
defspeed$36,36,NN,varx5$36
defduring$36,36,IN,vare1$36
vare1$36,36,arg1,varx1$36
hwrunner$37,37,<-,varx1$37
hwrunner$37,37,NN,varx1$37
deftrained$37,37,JJ,varx1$37
defathlete$37,37,NN,varx1$37
defcompete$37,37,VB,vare1$37
vare1$37,37,arg1,varx1$37
vare1$37,37,arg2,varx3$37
defin$37,37,IN,vare1$37
vare1$37,37,arg1,varx2$37
deffoot_race$37,37,NN,varx2$37
hwsemiprofessional$38,38,<-,varx1$38
hwsemiprofessional$38,38,NN,varx1$38
defathlete$38,38,NN,varx1$38
defplay$38,38,VB,vare1$38
vare1$38,38,arg1,varx1$38
vare1$38,38,arg2,varx4$38
deffor$38,38,IN,vare1$38
vare1$38,38,arg1,varx2$38
defpay$38,38,NN,varx2$38
defon$38,38,IN,vare1$38
vare1$38,38,arg1,varx3$38
defpart-time$38,38,JJ,varx3$38
defbasis$38,38,NN,varx3$38
hwsharpshooter$39,39,<-,varx1$39
hwsharpshooter$39,39,NN,varx1$39
defathlete$39,39,NN,varx1$39
defnote$39,39,VB,vare1$39
vare1$39,39,arg1,varx3$39
vare1$39,39,arg2,varx1$39
deffor$39,39,IN,vare1$39
vare1$39,39,arg1,varx2$39
defaccurate$39,39,JJ,varx2$39
defaim$39,39,NN,varx2$39
hwshot_putter$40,40,<-,varx1$40
hwshot_putter$40,40,NN,varx1$40
defathlete$40,40,NN,varx1$40
defcompete$40,40,VB,vare1$40
vare1$40,40,arg1,varx1$40
vare1$40,40,arg2,varx26$40
defin$40,40,IN,vare1$40
vare1$40,40,arg1,varx2$40
defshot$40,40,NN,varx2$40
defput$40,40,VB,vare2$40
vare2$40,40,arg1,varx3$40
vare2$40,40,arg2,varx2$40
hwsoccer_player$41,41,<-,varx1$41
hwsoccer_player$41,41,NN,varx1$41
defathlete$41,41,NN,varx1$41
defplay$41,41,VB,vare1$41
vare1$41,41,arg1,varx1$41
vare1$41,41,arg2,varx2$41
defsoccer$41,41,NN,varx2$41
hwspike$42,42,<-,varx1$42
hwspike$42,42,NN,varx1$42
defsport$42,42,NN,varx1$42
defequipment$42,42,NN,varx2$42
defconsist$42,42,VB,vare1$42
vare1$42,42,arg1,varx1$42
vare1$42,42,arg2,varx26$42
defof$42,42,IN,vare1$42
vare1$42,42,arg1,varx3$42
defsharp$42,42,JJ,varx3$42
defpoint$42,42,NN,varx3$42
defon$42,42,IN,varx3$42
varx3$42,42,arg1,varx4$42
defsole$42,42,NN,varx4$42
defof$42,42,IN,varx4$42
varx4$42,42,arg1,varx5$42
defshoe$42,42,NN,varx5$42
defwear$42,42,VB,vare2$42
vare2$42,42,arg1,varx6$42
vare2$42,42,arg2,varx5$42
defby$42,42,IN,vare2$42
vare2$42,42,arg1,varx6$42
defathlete$42,42,NN,varx6$42
hwsport$43,43,<-,varx1$43
hwsport$43,43,NN,varx1$43
defoccupation$43,43,NN,varx1$43
defof$43,43,IN,varx1$43
varx1$43,43,arg1,varx2$43
defathlete$43,43,NN,varx2$43
defcompete$43,43,VB,vare1$43
vare1$43,43,arg1,varx2$43
vare1$43,43,arg2,varx4$43
deffor$43,43,IN,vare1$43
vare1$43,43,arg1,varx3$43
defpay$43,43,NN,varx3$43
hwsubstitute$44,44,<-,varx1$44
hwsubstitute$44,44,NN,varx1$44
defathlete$44,44,NN,varx1$44
defplay$44,44,VB,vare1$44
vare1$44,44,arg1,varx1$44
vare1$44,44,arg2,varx2$44
defonly$44,44,RB,varx2$44
defanother$44,44,JJ,varx2$44
defmember$44,44,NN,varx2$44
defof$44,44,IN,varx2$44
varx2$44,44,arg1,varx3$44
defteam$44,44,NN,varx3$44
defdrop$44,44,VB,vare2$44
vare2$44,44,arg1,varx2$44
vare2$44,44,arg2,varx26$44
hwswimmer$45,45,<-,varx1$45
hwswimmer$45,45,NN,varx1$45
deftrain$45,45,VB,vare1$45
vare1$45,45,arg1,varx3$45
vare1$45,45,arg2,varx1$45
defathlete$45,45,NN,varx1$45
defparticipate$45,45,VB,vare2$45
vare2$45,45,arg1,varx1$45
vare2$45,45,arg2,varx26$45
defin$45,45,IN,vare2$45
vare2$45,45,arg1,varx2$45
defswimming$45,45,NN,varx2$45
defmeet$45,45,VB,vare3$45
vare3$45,45,arg1,varx2$45
vare3$45,45,arg2,varx2$45
hwtennis_player$46,46,<-,varx1$46
hwtennis_player$46,46,NN,varx1$46
defathlete$46,46,NN,varx1$46
defplay$46,46,VB,vare1$46
vare1$46,46,arg1,varx1$46
vare1$46,46,arg2,varx2$46
deftennis$46,46,NN,varx2$46
hwtraining_table$47,47,<-,varx1$47
hwtraining_table$47,47,NN,varx1$47
defplan$47,47,VB,vare1$47
vare1$47,47,arg1,varx4$47
vare1$47,47,arg2,varx1$47
defmeal$47,47,NN,varx1$47
deffor$47,47,IN,vare1$47
vare1$47,47,arg1,varx2$47
defathlete$47,47,NN,varx2$47
defin$47,47,IN,varx2$47
varx2$47,47,arg1,varx3$47
deftraining$47,47,NN,varx3$47
hwvaulter$48,48,<-,varx1$48
hwvaulter$48,48,NN,varx1$48
defathlete$48,48,NN,varx1$48
defjump$48,48,VB,vare1$48
vare1$48,48,arg1,varx1$48
vare1$48,48,arg2,varx5$48
defover$48,48,IN,vare1$48
vare1$48,48,arg1,varx2$48
defhigh$48,48,JJ,varx2$48
defcrossbar$48,48,NN,varx2$48
defwith$48,48,IN,vare1$48
vare1$48,48,arg1,varx3$48
defaid$48,48,NN,varx3$48
defof$48,48,IN,varx3$48
varx3$48,48,arg1,varx4$48
deflong$48,48,JJ,varx4$48
defpole$48,48,NN,varx4$48
hwweightlifter$49,49,<-,varx1$49
hwweightlifter$49,49,NN,varx1$49
defathlete$49,49,NN,varx1$49
deflift$49,49,VB,vare1$49
vare1$49,49,arg1,varx1$49
vare1$49,49,arg2,varx2$49
defbarbell$49,49,NN,varx2$49
hwyips$50,50,<-,varx1$50
hwyips$50,50,NN,varx1$50
defnervous$50,50,JJ,varx1$50
deftension$50,50,NN,varx1$50
defcause$50,50,VB,vare1$50
vare1$50,50,arg1,varx1$50
vare1$50,50,arg2,varx2$50
defathlete$50,50,NN,varx2$50
defto$50,50,IN,vare1$50
vare1$50,50,arg1,vare2$50
deffail$50,50,VB,vare2$50
vare2$50,50,arg1,varx1$50
vare2$50,50,arg2,varx26$50
hwathlete_s_heart$51,51,<-,varx1$51
hwathlete_s_heart$51,51,NN,varx1$51
defenlarge$51,51,VB,vare1$51
vare1$51,51,arg1,varx4$51
vare1$51,51,arg2,varx1$51
defheart$51,51,NN,varx1$51
defcommonly$51,51,RB,vare1$51
deffound$51,51,VB,vare2$51
vare2$51,51,arg1,varx5$51
vare2$51,51,arg2,varx1$51
defamong$51,51,IN,vare2$51
vare2$51,51,arg1,varx2$51
defathlete$51,51,NN,varx2$51
deftrain$51,51,VB,vare3$51
vare3$51,51,arg1,varx6$51
vare3$51,51,arg2,varx2$51
deffor$51,51,IN,vare3$51
vare3$51,51,arg1,varx3$51
defendurance$51,51,NN,varx3$51
hwdecorate$52,52,<-,vare1$52
hwdecorate$52,52,VB,vare1$52
vare1$52,52,arg1,varx1$52
vare1$52,52,arg2,varx2$52
defaward$52,52,VB,vare1$52
vare1$52,52,arg1,varx1$52
vare1$52,52,arg2,varx3$52
defmark$52,52,NN,varx3$52
defof$52,52,IN,varx3$52
varx3$52,52,arg1,varx4$52
defhonor$52,52,NN,varx4$52
defas$52,52,IN,vare1$52
vare1$52,52,arg1,varx5$52
defmedal$52,52,NN,varx5$52
hwair_medal$53,53,<-,varx1$53
hwair_medal$53,53,NN,varx1$53
defunited$53,53,NN,varx1$53
defstate$53,53,NN,varx2$53
defair$53,53,NN,varx3$53
defforce$53,53,NN,varx4$53
defdecoration$53,53,NN,varx5$53
deffor$53,53,IN,varx1$53
varx1$53,53,arg1,varx6$53
defmeritorious$53,53,JJ,varx6$53
defachievement$53,53,NN,varx6$53
defwhile$53,53,IN,vare0$53
vare0$53,53,arg1,vare1$53
defparticipate$53,53,VB,vare1$53
vare1$53,53,arg1,varx1$53
vare1$53,53,arg2,varx26$53
defin$53,53,IN,vare1$53
vare1$53,53,arg1,varx7$53
defaerial$53,53,JJ,varx7$53
defflight$53,53,NN,varx7$53
hwbronze_star_medal$54,54,<-,varx1$54
hwbronze_star_medal$54,54,NN,varx1$54
defunited$54,54,NN,varx1$54
defstate$54,54,NN,varx2$54
defmilitary$54,54,JJ,varx1$54
defdecoration$54,54,NN,varx3$54
defaward$54,54,VB,vare1$54
vare1$54,54,arg1,varx5$54
vare1$54,54,arg2,varx1$54
deffor$54,54,IN,vare1$54
vare1$54,54,arg1,varx4$54
defmeritorious$54,54,JJ,varx4$54
defservice$54,54,NN,varx4$54
hwdistinguished_conduct_medal$55,55,<-,varx1$55
hwdistinguished_conduct_medal$55,55,NN,varx1$55
defbritish$55,55,JJ,varx1$55
defmilitary$55,55,JJ,varx1$55
defdecoration$55,55,NN,varx1$55
deffor$55,55,IN,varx1$55
