hwreserve_clause$35,35,"reserve_clause",NN,"['x1']","--","reserve_clause%1:10:00:","[reserve_clause%1:10:00:]reserve_clause:NN(x1) -> [clause%1<>clause%1:10:01:]clause:NN(x1) [use%2|used%3<>]use:VB(e1,x1,e2) to:IN(e1,e2) [be%2<>]be:VB(e2,x1,x2) [part%1|part%2|part%4<>]part:NN(x2) of:IN(x2,x3) [contract%1|contract%2<>contract%1:10:00:]contract:NN(x3) with:IN(x3,x4) [professional%1|professional%3<>professional%3:00:01:]professional:JJ(x4) [athlete%1<>athlete%1:18:00:]athlete:NN(x4) extending:VB(e3,x4,x5) [contract%1|contract%2<>contract%1:10:00:]contract:NN(x5) for:IN(x5,x6) [year%1<>year%1:28:01:]year:NN(x6) [beyond%4<>]beyond:IN(e3,x7) [expiration%1<>expiration%1:28:00:]expiration:NN(x7)"
hwrun-up$36,36,"run-up",NN,"['x1']","--","run-up%1:04:00:","[run-up%1:04:00:]run-up:NN(x1) -> nn(x1,x2,x3) [approach%1|approach%2<>approach%1:04:00:]approach:NN(x2) [run%1|run%2<>]run:NN(x3) [athlete%1<>athlete%1:18:00:]athlete:NN(x4) [gather%1|gather%2<>]gather:VB(e1,x4,x5) [speed%1|speed%2<>]speed:NN(x5) during:IN(e1,x1)"
hwrunner$37,37,"runner",NN,"['x1']","--","runner%1:18:00:","[runner%1:18:00:]runner:NN(x1) -> [train%2|trained%3<>trained%3:00:00:]trained:JJ(x1) [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [compete%2<>compete%2:33:00:]compete:VB(e1,x1,x3) in:IN(e1,x2) foot_race:NN(x2)"
hwsemiprofessional$38,38,"semiprofessional",NN,"['x1']","--","semiprofessional%1:18:00:|semipro%1:18:00:","[semiprofessional%1:18:00:|semipro%1:18:00:]semiprofessional:NN(x1) -> [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [play%1|play%2<>]play:VB(e1,x1,x4) for:IN(e1,x2) [pay%1|pay%2<>pay%1:21:01:]pay:NN(x2) on:IN(e1,x3) [part-time%3|part-time%4<>part-time%3:00:00:]part-time:JJ(x3) [basis%1<>basis%1:24:00:]basis:NN(x3)"
hwsharpshooter$39,39,"sharpshooter",NN,"['x1']","--","sharpshooter%1:18:01:","[sharpshooter%1:18:01:]sharpshooter:NN(x1) -> [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [note%2|noted%3<>note%2:32:00:]note:VB(e1,x3,x1) for:IN(e1,x2) [accurate%3<>accurate%3:00:00:]accurate:JJ(x2) [aim%1|aim%2<>aim%1:04:00:]aim:NN(x2)"
hwshot_putter$40,40,"shot_putter",NN,"['x1']","--","shot_putter%1:18:00:","[shot_putter%1:18:00:]shot_putter:NN(x1) -> [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [compete%2<>compete%2:33:00:]compete:VB(e1,x1,x26) in:IN(e1,x2) [shot%1|shoot%2|shot%3<>shot_put%1:11:00:]shot:NN(x2) [put%1|put%2<>]put:VB(e2,x3,x2)"
hwsoccer_player$41,41,"soccer_player",NN,"['x1']","--","soccer_player%1:18:00:","[soccer_player%1:18:00:]soccer_player:NN(x1) -> [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [play%1|play%2<>]play:VB(e1,x1,x2) [soccer%1<>soccer%1:04:00:]soccer:NN(x2)"
hwspike$42,42,"spike",NN,"['x1']","--","spike%1:06:00:","[spike%1:06:00:]spike:NN(x1) -> [sport%1|sport%2<>sports_equipment%1:06:00:]sport:NN(x1) [equipment%1<>]equipment:NN(x2) [consist%2<>]consist:VB(e1,x1,x26) of:IN(e1,x3) [sharp%1|sharp%3|sharp%4<>sharp%3:00:00:]sharp:JJ(x3) [point%1|point%2<>point%1:25:00:]point:NN(x3) on:IN(x3,x4) [sole%1|sole%2|sole%3<>sole%1:06:00:]sole:NN(x4) of:IN(x4,x5) [shoe%1|shoe%2<>shoe%1:06:00:]shoe:NN(x5) [wear%2|worn%3<>]wear:VB(e2,x6,x5) by:IN(e2,x6) [athlete%1<>athlete%1:18:00:]athlete:NN(x6)"
hwsport$43,43,"sport",NN,"['x1']","--","sport%1:04:01:","[sport%1:04:01:]sport:NN(x1) -> [occupation%1<>occupation%1:04:00:]occupation:NN(x1) of:IN(x1,x2) [athlete%1<>athlete%1:18:00:]athlete:NN(x2) [compete%2<>compete%2:33:00:]compete:VB(e1,x2,x4) for:IN(e1,x3) [pay%1|pay%2<>pay%1:21:01:]pay:NN(x3)"
hwsubstitute$44,44,"substitute",NN,"['x1']","--","substitute%1:18:01:|reserve%1:18:00:|second-stringer%1:18:00:","[substitute%1:18:01:|reserve%1:18:00:|second-stringer%1:18:00:]substitute:NN(x1) -> [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [play%1|play%2<>]play:VB(e1,x1,x2) [only%3|only%4<>]only:RB(x2) another:JJ(x2) member:NN(x2) of:IN(x2,x3) [team%1|team%2<>team%1:14:00:]team:NN(x3) drop:VB(e2,x2,x26)"
hwswimmer$45,45,"swimmer",NN,"['x1']","--","swimmer%1:18:00:","[swimmer%1:18:00:]swimmer:NN(x1) -> [train%2|trained%3<>trained%3:00:00:]train:VB(e1,x3,x1) [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [participate%2<>participate%2:33:00:]participate:VB(e2,x1,x26) in:IN(e2,x2) [swimming%1|swim%2|swimming%3<>swimming_meet%1:11:00:]swimming:NN(x2) [meet%1|meet%2<>]meet:VB(e3,x2,x2)"
hwtennis_player$46,46,"tennis_player",NN,"['x1']","--","tennis_player%1:18:00:","[tennis_player%1:18:00:]tennis_player:NN(x1) -> [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [play%1|play%2<>]play:VB(e1,x1,x2) [tennis%1<>tennis%1:04:00:]tennis:NN(x2)"
hwtraining_table$47,47,"training_table",NN,"['x1']","--","training_table%1:13:00:","[training_table%1:13:00:]training_table:NN(x1) -> [plan%2|planned%3<>planned%3:00:00:]plan:VB(e1,x4,x1) [meal%1<>meal%1:28:00:]meal:NN(x1) for:IN(e1,x2) [athlete%1<>athlete%1:18:00:]athlete:NN(x2) in:IN(x2,x3) [training%1|train%2<>training%1:04:00:]training:NN(x3)"
hwvaulter$48,48,"vaulter",NN,"['x1']","--","vaulter%1:18:00:|pole_vaulter%1:18:00:|pole_jumper%1:18:00:","[vaulter%1:18:00:|pole_vaulter%1:18:00:|pole_jumper%1:18:00:]vaulter:NN(x1) -> [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [jump%1|jump%2<>]jump:VB(e1,x1,x5) [over%1|over%3|over%4<>]over:IN(e1,x2) [high%1|high%3|high%4<>]high:JJ(x2) [crossbar%1<>crossbar%1:06:01:]crossbar:NN(x2) with:IN(e1,x3) [aid%1|aid%2<>]aid:NN(x3) of:IN(x3,x4) [long%2|long%3|long%4<>long%3:00:01:]long:JJ(x4) [pole%1|pole%2<>pole%1:06:02:]pole:NN(x4)"
hwweightlifter$49,49,"weightlifter",NN,"['x1']","--","weightlifter%1:18:00:|lifter%1:18:00:","[weightlifter%1:18:00:|lifter%1:18:00:]weightlifter:NN(x1) -> [athlete%1<>athlete%1:18:00:]athlete:NN(x1) [lift%1|lift%2<>]lift:VB(e1,x1,x2) [barbell%1<>barbell%1:06:00:]barbell:NN(x2)"
hwyips$50,50,"yips",NN,"['x1']","--","yips%1:26:00:","[yips%1:26:00:]yips:NN(x1) -> [nervous%3<>nervous%3:00:00:troubled:00]nervous:JJ(x1) [tension%1<>tension%1:26:01:]tension:NN(x1) [cause%1|cause%2<>]cause:VB(e1,x1,x2) [athlete%1<>athlete%1:18:00:]athlete:NN(x2) to:IN(e1,e2) [fail%2<>fail%2:41:00:]fail:VB(e2,x1,x26)"
hwathlete_s_heart$51,51,"athlete_s_heart",NN,"['x1']","--","athlete_s_heart%1:08:00:","[athlete_s_heart%1:08:00:]athlete_s_heart:NN(x1) -> [enlarge%2|enlarged%3<>enlarged_heart%1:26:00:]enlarge:VB(e1,x4,x1) [heart%1<>]heart:NN(x1) [commonly%4<>commonly%4:02:00:]commonly:RB(e1) [found%1|find%2|found%2|found%3<>]found:VB(e2,x5,x1) among:IN(e2,x2) [athlete%1<>athlete%1:18:00:]athlete:NN(x2) [train%2|trained%3<>train%2:29:00:]train:VB(e3,x6,x2) for:IN(e3,x3) [endurance%1<>endurance%1:07:00:]endurance:NN(x3)"
hwdecorate$52,52,"decorate",VB,"['e1', 'x1', 'x2']","--","decorate%2:41:00:","[decorate%2:41:00:]decorate:VB(e1,x1,x2) -> [award%1|award%2<>award%2:40:00:]award:VB(e1,x1,x3) [mark%1|mark%2<>mark%1:10:02:]mark:NN(x3) of:IN(x3,x4) [honor%1|honor%2<>honor%1:26:00:]honor:NN(x4) as:IN(e1,x5) [medal%1<>medal%1:10:00:]medal:NN(x5)"
hwair_medal$53,53,"air_medal",NN,"['x1']","--","air_medal%1:10:00:","[air_medal%1:10:00:]air_medal:NN(x1) -> united:NN(x1) state:NN(x2) air:NN(x3) force:NN(x4) [decoration%1<>]decoration:NN(x5) for:IN(x1,x6) [meritorious%3<>meritorious%3:00:00:worthy:00]meritorious:JJ(x6) [achievement%1<>achievement%1:04:00:]achievement:NN(x6) [while%1<>]while:IN(e0,e1) [participate%2|participating%3<>participate%2:41:00:]participate:VB(e1,x1,x26) in:IN(e1,x7) [aerial%1|aerial%3<>]aerial:JJ(x7) [flight%1|flight%2<>]flight:NN(x7)"
hwbronze_star_medal$54,54,"bronze_star_medal",NN,"['x1']","--","bronze_star_medal%1:10:00:|bronze_star%1:10:00:","[bronze_star_medal%1:10:00:|bronze_star%1:10:00:]bronze_star_medal:NN(x1) -> united:NN(x1) state:NN(x2) [military%1|military%3<>military%3:00:02:]military:JJ(x1) [decoration%1<>]decoration:NN(x3) [award%2<>award%2:40:01:]award:VB(e1,x5,x1) for:IN(e1,x4) [meritorious%3<>meritorious%3:00:00:worthy:00]meritorious:JJ(x4) [service%1|service%2<>service%1:04:07:]service:NN(x4)"
hwdistinguished_conduct_medal$55,55,"distinguished_conduct_medal",NN,"['x1']","--","distinguished_conduct_medal%1:10:00:","[distinguished_conduct_medal%1:10:00:]distinguished_conduct_medal:NN(x1) -> british:JJ(x1) [military%1|military%3<>military%3:00:02:]military:JJ(x1) [decoration%1<>]decoration:NN(x1) for:IN(x1,x2) [distinguish%2|distinguished%3<>]distinguished:JJ(x2) [conduct%1|conduct%2<>]conduct:NN(x2) in:IN(x2,x3) [field%1|field%2<>field%1:15:03:]field:NN(x3)"
